SEF	1.0.0												
1838	10	7	5	23	0	998.3	orig=29.56In|orig.time=8:00AM|orig.date=1838-09-25|atb=13R						
1838	10	7	7	23	0	997.9	orig=29.56In|orig.time=10:00AM|orig.date=1838-09-25|atb=15R						
1838	10	7	9	23	0	998.1	orig=29.56In|orig.time=12:00AM|orig.date=1838-09-25|atb=14R						
1838	10	7	11	23	0	997	orig=29.52In|orig.time=2:00PM|orig.date=1838-09-25|atb=13R						
1838	10	7	13	23	0	996	orig=29.49In|orig.time=4:00PM|orig.date=1838-09-25|atb=13R						
1838	10	7	15	23	0	996	orig=29.49In|orig.time=6:00PM|orig.date=1838-09-25|atb=13R						
1838	10	7	17	23	0	996	orig=29.49In|orig.time=8:00PM|orig.date=1838-09-25|atb=13R						
1838	10	7	19	23	0	994.9	orig=29.48In|orig.time=10:00PM|orig.date=1838-09-25|atb=16R						
1838	10	8	5	23	0	994.9	orig=29.46In|orig.time=8:00AM|orig.date=1838-09-26|atb=13R						
1838	10	8	7	23	0	994.9	orig=29.46In|orig.time=10:00AM|orig.date=1838-09-26|atb=13R						
1838	10	8	9	23	0	994.9	orig=29.46In|orig.time=12:00AM|orig.date=1838-09-26|atb=13R						
1838	10	8	11	23	0	994.9	orig=29.46In|orig.time=2:00PM|orig.date=1838-09-26|atb=13R						
1838	10	8	13	23	0	994.6	orig=29.45In|orig.time=4:00PM|orig.date=1838-09-26|atb=13R						
1838	10	8	15	23	0	994.6	orig=29.45In|orig.time=6:00PM|orig.date=1838-09-26|atb=13R						
1838	10	8	17	23	0	994.4	orig=29.45In|orig.time=8:00PM|orig.date=1838-09-26|atb=14R						
1838	10	8	19	23	0	994.7	orig=29.46In|orig.time=10:00PM|orig.date=1838-09-26|atb=14R						
1838	10	9	5	23	0	996.2	orig=29.49In|orig.time=8:00AM|orig.date=1838-09-27|atb=12R						
1838	10	9	7	23	0	998	orig=29.57In|orig.time=10:00AM|orig.date=1838-09-27|atb=16R						
1838	10	9	9	23	0	999.6	orig=29.61In|orig.time=12:00AM|orig.date=1838-09-27|atb=15R						
1838	10	9	11	23	0	1000	orig=29.61In|orig.time=2:00PM|orig.date=1838-09-27|atb=13R						
1838	10	9	13	23	0	1000.7	orig=29.63In|orig.time=4:00PM|orig.date=1838-09-27|atb=13R						
1838	10	9	15	23	0	1000.7	orig=29.63In|orig.time=6:00PM|orig.date=1838-09-27|atb=13R						
1838	10	9	17	23	0	1003.5	orig=29.72In|orig.time=8:00PM|orig.date=1838-09-27|atb=14R						
1838	10	9	19	23	0	1005.2	orig=29.77In|orig.time=10:00PM|orig.date=1838-09-27|atb=14R						
1838	10	10	5	23	0	1008.9	orig=29.88In|orig.time=8:00AM|orig.date=1838-09-28|atb=14R						
1838	10	10	7	23	0	1008.9	orig=29.88In|orig.time=10:00AM|orig.date=1838-09-28|atb=14R						
1838	10	10	9	23	0	1008.7	orig=29.88In|orig.time=12:00AM|orig.date=1838-09-28|atb=15R						
1838	10	10	11	23	0	1008.4	orig=29.86In|orig.time=2:00PM|orig.date=1838-09-28|atb=13.2R						
1838	10	10	13	23	0	1008.7	orig=29.86In|orig.time=4:00PM|orig.date=1838-09-28|atb=12R						
1838	10	10	15	23	0	1008.5	orig=29.86In|orig.time=6:00PM|orig.date=1838-09-28|atb=13R						
1838	10	10	17	23	0	1008.2	orig=29.86In|orig.time=8:00PM|orig.date=1838-09-28|atb=14R						
1838	10	10	19	23	0	1008.2	orig=29.86In|orig.time=10:00PM|orig.date=1838-09-28|atb=14R						
1838	10	11	5	23	0	1007.2	orig=29.83In|orig.time=8:00AM|orig.date=1838-09-29|atb=14R						
1838	10	11	7	23	0	1006.4	orig=29.81In|orig.time=10:00AM|orig.date=1838-09-29|atb=14.75R						
1838	10	11	9	23	0	1005.3	orig=29.78In|orig.time=12:00AM|orig.date=1838-09-29|atb=15R						
1838	10	11	11	23	0	1004.2	orig=29.74In|orig.time=2:00PM|orig.date=1838-09-29|atb=14R						
1838	10	11	13	23	0	1004.5	orig=29.75In|orig.time=4:00PM|orig.date=1838-09-29|atb=14R						
1838	10	11	15	23	0	1004.5	orig=29.75In|orig.time=6:00PM|orig.date=1838-09-29|atb=14R						
1838	10	11	17	23	0	1004.5	orig=29.75In|orig.time=8:00PM|orig.date=1838-09-29|atb=14R						
1838	10	11	19	23	0	1004.5	orig=29.75In|orig.time=10:00PM|orig.date=1838-09-29|atb=14R						
1838	10	12	5	23	0	1003.8	orig=29.73In|orig.time=8:00AM|orig.date=1838-09-30|atb=14R						
1838	10	12	7	23	0	1004.6	orig=29.76In|orig.time=10:00AM|orig.date=1838-09-30|atb=15R						
1838	10	12	9	23	0	1006	orig=29.78In|orig.time=12:00AM|orig.date=1838-09-30|atb=12R						
1838	10	12	11	23	0	1005.5	orig=29.77In|orig.time=2:00PM|orig.date=1838-09-30|atb=12.5R						
1838	10	12	13	23	0	1005.4	orig=29.77In|orig.time=4:00PM|orig.date=1838-09-30|atb=13R						
1838	10	12	15	23	0	1005.2	orig=29.77In|orig.time=6:00PM|orig.date=1838-09-30|atb=14R						
1838	10	12	17	23	0	1006.5	orig=29.81In|orig.time=8:00PM|orig.date=1838-09-30|atb=14R						
1838	10	12	19	23	0	1006.5	orig=29.81In|orig.time=10:00PM|orig.date=1838-09-30|atb=14R						
1838	10	13	5	23	0	1005.5	orig=29.78In|orig.time=8:00AM|orig.date=1838-10-01|atb=14R						
1838	10	13	7	23	0	1005.5	orig=29.78In|orig.time=10:00AM|orig.date=1838-10-01|atb=14R						
1838	10	13	9	23	0	1005.3	orig=29.78In|orig.time=12:00AM|orig.date=1838-10-01|atb=15R						
1838	10	13	11	23	0	1004.2	orig=29.74In|orig.time=2:00PM|orig.date=1838-10-01|atb=14R						
1838	10	13	13	23	0	1002.4	orig=29.68In|orig.time=4:00PM|orig.date=1838-10-01|atb=13R						
1838	10	13	15	23	0	1002.1	orig=29.68In|orig.time=6:00PM|orig.date=1838-10-01|atb=14R						
1838	10	13	17	23	0	1001.9	orig=29.68In|orig.time=8:00PM|orig.date=1838-10-01|atb=15R						
1838	10	13	19	23	0	1001.9	orig=29.68In|orig.time=10:00PM|orig.date=1838-10-01|atb=15R						
1838	10	14	5	23	0	999.7	orig=29.62In|orig.time=8:00AM|orig.date=1838-10-02|atb=16R						
1838	10	14	7	23	0	999.9	orig=29.62In|orig.time=10:00AM|orig.date=1838-10-02|atb=15R						
1838	10	14	9	23	0	999.6	orig=29.61In|orig.time=12:00AM|orig.date=1838-10-02|atb=15R						
1838	10	14	11	23	0	999.6	orig=29.61In|orig.time=2:00PM|orig.date=1838-10-02|atb=15R						
1838	10	14	13	23	0	999.6	orig=29.61In|orig.time=4:00PM|orig.date=1838-10-02|atb=15R						
1838	10	14	15	23	0	999.6	orig=29.61In|orig.time=6:00PM|orig.date=1838-10-02|atb=15R						
1838	10	14	17	23	0	999.6	orig=29.61In|orig.time=8:00PM|orig.date=1838-10-02|atb=15R						
1838	10	14	19	23	0	999.6	orig=29.61In|orig.time=10:00PM|orig.date=1838-10-02|atb=15R						
1838	10	15	5	23	0	998.4	orig=29.57In|orig.time=8:00AM|orig.date=1838-10-03|atb=14R						
1838	10	15	7	23	0	997.4	orig=29.54In|orig.time=10:00AM|orig.date=1838-10-03|atb=14R						
1838	10	15	9	23	0	996.4	orig=29.51In|orig.time=12:00AM|orig.date=1838-10-03|atb=14R						
1838	10	15	11	23	0	995.2	orig=29.47In|orig.time=2:00PM|orig.date=1838-10-03|atb=13.5R						
1838	10	15	13	23	0	994.5	orig=29.45In|orig.time=4:00PM|orig.date=1838-10-03|atb=13.5R						
1838	10	15	15	23	0	993.9	orig=29.44In|orig.time=6:00PM|orig.date=1838-10-03|atb=14.5R						
1838	10	15	17	23	0	993.8	orig=29.44In|orig.time=8:00PM|orig.date=1838-10-03|atb=15R						
1838	10	15	19	23	0	992.5	orig=29.41In|orig.time=10:00PM|orig.date=1838-10-03|atb=16.5R						
1838	10	16	5	23	0	989.4	orig=29.31In|orig.time=8:00AM|orig.date=1838-10-04|atb=15R						
1838	10	16	7	23	0	989.4	orig=29.31In|orig.time=10:00AM|orig.date=1838-10-04|atb=15R						
1838	10	16	9	23	0	987.4	orig=29.25In|orig.time=12:00AM|orig.date=1838-10-04|atb=15R						
1838	10	16	11	23	0	986.8	orig=29.24In|orig.time=2:00PM|orig.date=1838-10-04|atb=16R						
1838	10	16	13	23	0	986.4	orig=29.22In|orig.time=4:00PM|orig.date=1838-10-04|atb=15R						
1838	10	16	15	23	0	985.8	orig=29.21In|orig.time=6:00PM|orig.date=1838-10-04|atb=16R						
1838	10	16	17	23	0	986.2	orig=29.22In|orig.time=8:00PM|orig.date=1838-10-04|atb=16R						
1838	10	16	19	23	0	987.2	orig=29.25In|orig.time=10:00PM|orig.date=1838-10-04|atb=16R						
1838	10	17	5	23	0	998.4	orig=29.57In|orig.time=8:00AM|orig.date=1838-10-05|atb=14R						
1838	10	17	7	23	0	999.1	orig=29.59In|orig.time=10:00AM|orig.date=1838-10-05|atb=14R						
1838	10	17	9	23	0	999.4	orig=29.61In|orig.time=12:00AM|orig.date=1838-10-05|atb=15.5R						
1838	10	17	11	23	0	1000	orig=29.61In|orig.time=2:00PM|orig.date=1838-10-05|atb=13R						
1838	10	17	13	23	0	999.7	orig=29.61In|orig.time=4:00PM|orig.date=1838-10-05|atb=14.5R						
1838	10	17	15	23	0	999.2	orig=29.6In|orig.time=6:00PM|orig.date=1838-10-05|atb=15R						
1838	10	17	17	23	0	1002.3	orig=29.69In|orig.time=8:00PM|orig.date=1838-10-05|atb=15R						
1838	10	17	19	23	0	1003.3	orig=29.72In|orig.time=10:00PM|orig.date=1838-10-05|atb=15R						
1838	10	18	5	23	0	1004.7	orig=29.75In|orig.time=8:00AM|orig.date=1838-10-06|atb=13R						
1838	10	18	7	23	0	1005.2	orig=29.77In|orig.time=10:00AM|orig.date=1838-10-06|atb=14R						
1838	10	18	9	23	0	1004.7	orig=29.76In|orig.time=12:00AM|orig.date=1838-10-06|atb=14.5R						
1838	10	18	11	23	0	1003.3	orig=29.72In|orig.time=2:00PM|orig.date=1838-10-06|atb=15R						
1838	10	18	13	23	0	1004.6	orig=29.76In|orig.time=4:00PM|orig.date=1838-10-06|atb=15R						
1838	10	18	15	23	0	1001.1	orig=29.66In|orig.time=6:00PM|orig.date=1838-10-06|atb=15.5R						
1838	10	18	17	23	0	1001	orig=29.66In|orig.time=8:00PM|orig.date=1838-10-06|atb=16R						
1838	10	18	19	23	0	1001	orig=29.66In|orig.time=10:00PM|orig.date=1838-10-06|atb=16R						
1838	10	19	5	23	0	998.3	orig=29.58In|orig.time=8:00AM|orig.date=1838-10-07|atb=16R						
1838	10	19	7	23	0	998.3	orig=29.58In|orig.time=10:00AM|orig.date=1838-10-07|atb=16R						
1838	10	19	9	23	0	998.3	orig=29.58In|orig.time=12:00AM|orig.date=1838-10-07|atb=16R						
1838	10	19	11	23	0	997.3	orig=29.55In|orig.time=2:00PM|orig.date=1838-10-07|atb=16R						
1838	10	19	13	23	0	997.3	orig=29.55In|orig.time=4:00PM|orig.date=1838-10-07|atb=16R						
1838	10	19	15	23	0	997.3	orig=29.55In|orig.time=6:00PM|orig.date=1838-10-07|atb=16R						
1838	10	19	17	23	0	997.3	orig=29.55In|orig.time=8:00PM|orig.date=1838-10-07|atb=16R						
1838	10	19	19	23	0	997.3	orig=29.55In|orig.time=10:00PM|orig.date=1838-10-07|atb=16R						
1838	10	20	5	23	0	996.4	orig=29.51In|orig.time=8:00AM|orig.date=1838-10-08|atb=14R						
1838	10	20	7	23	0	994.7	orig=29.46In|orig.time=10:00AM|orig.date=1838-10-08|atb=14R						
1838	10	20	9	23	0	992	orig=29.38In|orig.time=12:00AM|orig.date=1838-10-08|atb=14R						
1838	10	20	11	23	0	989.6	orig=29.31In|orig.time=2:00PM|orig.date=1838-10-08|atb=14R						
1838	10	20	13	23	0	989.3	orig=29.3In|orig.time=4:00PM|orig.date=1838-10-08|atb=14R						
1838	10	20	15	23	0	989.9	orig=29.33In|orig.time=6:00PM|orig.date=1838-10-08|atb=16R						
1838	10	20	17	23	0	988.9	orig=29.3In|orig.time=8:00PM|orig.date=1838-10-08|atb=16R						
1838	10	20	19	23	0	990.5	orig=29.35In|orig.time=10:00PM|orig.date=1838-10-08|atb=16R						
1838	10	21	5	23	0	995.4	orig=29.48In|orig.time=8:00AM|orig.date=1838-10-09|atb=14R						
1838	10	21	7	23	0	996.2	orig=29.51In|orig.time=10:00AM|orig.date=1838-10-09|atb=15R						
1838	10	21	9	23	0	996.2	orig=29.51In|orig.time=12:00AM|orig.date=1838-10-09|atb=15R						
1838	10	21	11	23	0	996.4	orig=29.51In|orig.time=2:00PM|orig.date=1838-10-09|atb=14R						
1838	10	21	13	23	0	995.1	orig=29.47In|orig.time=4:00PM|orig.date=1838-10-09|atb=14R						
1838	10	21	15	23	0	993.5	orig=29.43In|orig.time=6:00PM|orig.date=1838-10-09|atb=15R						
1838	10	21	17	23	0	990.4	orig=29.34In|orig.time=8:00PM|orig.date=1838-10-09|atb=15R						
1838	10	21	19	23	0	988.2	orig=29.28In|orig.time=10:00PM|orig.date=1838-10-09|atb=16R						
1838	10	22	5	23	0	986.9	orig=29.23In|orig.time=8:00AM|orig.date=1838-10-10|atb=14R						
1838	10	22	7	23	0	986.7	orig=29.23In|orig.time=10:00AM|orig.date=1838-10-10|atb=15R						
1838	10	22	9	23	0	986.7	orig=29.23In|orig.time=12:00AM|orig.date=1838-10-10|atb=15R						
1838	10	22	11	23	0	988.6	orig=29.28In|orig.time=2:00PM|orig.date=1838-10-10|atb=14R						
1838	10	22	13	23	0	986.9	orig=29.23In|orig.time=4:00PM|orig.date=1838-10-10|atb=14R						
1838	10	22	15	23	0	988.7	orig=29.29In|orig.time=6:00PM|orig.date=1838-10-10|atb=15R						
1838	10	22	17	23	0	990.1	orig=29.33In|orig.time=8:00PM|orig.date=1838-10-10|atb=15R						
1838	10	22	19	23	0	990.2	orig=29.34In|orig.time=10:00PM|orig.date=1838-10-10|atb=16R						
1838	10	23	5	23	0	990.9	orig=29.35In|orig.time=8:00AM|orig.date=1838-10-11|atb=14.5R						
1838	10	23	7	23	0	990.8	orig=29.35In|orig.time=10:00AM|orig.date=1838-10-11|atb=15R						
1838	10	23	9	23	0	991	orig=29.35In|orig.time=12:00AM|orig.date=1838-10-11|atb=14R						
1838	10	23	11	23	0	991	orig=29.35In|orig.time=2:00PM|orig.date=1838-10-11|atb=14R						
1838	10	23	13	23	0	992.7	orig=29.4In|orig.time=4:00PM|orig.date=1838-10-11|atb=14R						
1838	10	23	15	23	0	994.7	orig=29.46In|orig.time=6:00PM|orig.date=1838-10-11|atb=14R						
1838	10	23	17	23	0	996.1	orig=29.5In|orig.time=8:00PM|orig.date=1838-10-11|atb=14R						
1838	10	23	19	23	0	996.1	orig=29.5In|orig.time=10:00PM|orig.date=1838-10-11|atb=14R						
1838	10	24	5	23	0	996.5	orig=29.52In|orig.time=8:00AM|orig.date=1838-10-12|atb=15R						
1838	10	24	7	23	0	997.4	orig=29.54In|orig.time=10:00AM|orig.date=1838-10-12|atb=14R						
1838	10	24	9	23	0	997.5	orig=29.55In|orig.time=12:00AM|orig.date=1838-10-12|atb=15R						
1838	10	24	11	23	0	998.2	orig=29.57In|orig.time=2:00PM|orig.date=1838-10-12|atb=15R						
1838	10	24	13	23	0	998.5	orig=29.58In|orig.time=4:00PM|orig.date=1838-10-12|atb=15R						
1838	10	24	15	23	0	999.9	orig=29.62In|orig.time=6:00PM|orig.date=1838-10-12|atb=15R						
1838	10	24	17	23	0	1001.2	orig=29.66In|orig.time=8:00PM|orig.date=1838-10-12|atb=15R						
1838	10	24	19	23	0	1001.9	orig=29.68In|orig.time=10:00PM|orig.date=1838-10-12|atb=15R						
1838	10	25	5	23	0	1006.9	orig=29.83In|orig.time=8:00AM|orig.date=1838-10-13|atb=15.5R						
1838	10	25	7	23	0	1007	orig=29.83In|orig.time=10:00AM|orig.date=1838-10-13|atb=15R						
1838	10	25	9	23	0	1007	orig=29.83In|orig.time=12:00AM|orig.date=1838-10-13|atb=15R						
1838	10	25	11	23	0	1007.7	orig=29.85In|orig.time=2:00PM|orig.date=1838-10-13|atb=15R						
1838	10	25	13	23	0	1008.3	orig=29.87In|orig.time=4:00PM|orig.date=1838-10-13|atb=15R						
1838	10	25	15	23	0	1009.7	orig=29.91In|orig.time=6:00PM|orig.date=1838-10-13|atb=15R						
1838	10	25	17	23	0	1010	orig=29.92In|orig.time=8:00PM|orig.date=1838-10-13|atb=15R						
1838	10	25	19	23	0	1010.4	orig=29.93In|orig.time=10:00PM|orig.date=1838-10-13|atb=15R						
1838	10	26	5	23	0	1010.4	orig=29.93In|orig.time=8:00AM|orig.date=1838-10-14|atb=15R						
1838	10	26	7	23	0	1010.4	orig=29.93In|orig.time=10:00AM|orig.date=1838-10-14|atb=15R						
1838	10	26	9	23	0	1010	orig=29.92In|orig.time=12:00AM|orig.date=1838-10-14|atb=15R						
1838	10	26	11	23	0	1010.1	orig=29.92In|orig.time=2:00PM|orig.date=1838-10-14|atb=14.5R						
1838	10	26	13	23	0	1009.1	orig=29.89In|orig.time=4:00PM|orig.date=1838-10-14|atb=14.5R						
1838	10	26	15	23	0	1008.7	orig=29.88In|orig.time=6:00PM|orig.date=1838-10-14|atb=15R						
1838	10	26	17	23	0	1008.7	orig=29.88In|orig.time=8:00PM|orig.date=1838-10-14|atb=15R						
1838	10	26	19	23	0	1008.7	orig=29.88In|orig.time=10:00PM|orig.date=1838-10-14|atb=15R						
1838	10	27	5	23	0	1007.7	orig=29.85In|orig.time=8:00AM|orig.date=1838-10-15|atb=15R						
1838	10	27	7	23	0	1007.9	orig=29.85In|orig.time=10:00AM|orig.date=1838-10-15|atb=14R						
1838	10	27	9	23	0	1007.7	orig=29.85In|orig.time=12:00AM|orig.date=1838-10-15|atb=15R						
1838	10	27	11	23	0	1007.7	orig=29.85In|orig.time=2:00PM|orig.date=1838-10-15|atb=15R						
1838	10	27	13	23	0	1007.8	orig=29.85In|orig.time=4:00PM|orig.date=1838-10-15|atb=14.5R						
1838	10	27	15	23	0	1008.7	orig=29.88In|orig.time=6:00PM|orig.date=1838-10-15|atb=15R						
1838	10	27	17	23	0	1009.7	orig=29.91In|orig.time=8:00PM|orig.date=1838-10-15|atb=15R						
1838	10	27	19	23	0	1009.7	orig=29.91In|orig.time=10:00PM|orig.date=1838-10-15|atb=15R						
1838	10	28	5	23	0	1010.7	orig=29.94In|orig.time=8:00AM|orig.date=1838-10-16|atb=15R						
1838	10	28	7	23	0	1010.7	orig=29.94In|orig.time=10:00AM|orig.date=1838-10-16|atb=15R						
1838	10	28	9	23	0	1012.7	orig=30In|orig.time=12:00AM|orig.date=1838-10-16|atb=15R						
1838	10	28	11	23	0	1012.4	orig=29.99In|orig.time=2:00PM|orig.date=1838-10-16|atb=15R						
1838	10	28	13	23	0	1012.4	orig=29.99In|orig.time=4:00PM|orig.date=1838-10-16|atb=15R						
1838	10	28	15	23	0	1012.4	orig=29.99In|orig.time=6:00PM|orig.date=1838-10-16|atb=15R						
1838	10	28	17	23	0	1012.4	orig=29.99In|orig.time=8:00PM|orig.date=1838-10-16|atb=15R						
1838	10	28	19	23	0	1012.4	orig=29.99In|orig.time=10:00PM|orig.date=1838-10-16|atb=15R						
1838	10	29	5	23	0	1011.7	orig=29.97In|orig.time=8:00AM|orig.date=1838-10-17|atb=15R						
1838	10	29	7	23	0	1011.6	orig=29.97In|orig.time=10:00AM|orig.date=1838-10-17|atb=15.5R						
1838	10	29	9	23	0	1011.4	orig=29.96In|orig.time=12:00AM|orig.date=1838-10-17|atb=15R						
1838	10	29	11	23	0	1010.6	orig=29.93In|orig.time=2:00PM|orig.date=1838-10-17|atb=14R						
1838	10	29	13	23	0	1009.9	orig=29.91In|orig.time=4:00PM|orig.date=1838-10-17|atb=14R						
1838	10	29	15	23	0	1009.9	orig=29.91In|orig.time=6:00PM|orig.date=1838-10-17|atb=14R						
1838	10	29	17	23	0	1009.7	orig=29.91In|orig.time=8:00PM|orig.date=1838-10-17|atb=15R						
1838	10	29	19	23	0	1009.7	orig=29.91In|orig.time=10:00PM|orig.date=1838-10-17|atb=15R						
1838	10	30	5	23	0	1009.7	orig=29.91In|orig.time=8:00AM|orig.date=1838-10-18|atb=15R						
1838	10	30	7	23	0	1009.7	orig=29.91In|orig.time=10:00AM|orig.date=1838-10-18|atb=15R						
1838	10	30	9	23	0	1010	orig=29.92In|orig.time=12:00AM|orig.date=1838-10-18|atb=15R						
1838	10	30	11	23	0	1010	orig=29.92In|orig.time=2:00PM|orig.date=1838-10-18|atb=15R						
1838	10	30	13	23	0	1009.9	orig=29.91In|orig.time=4:00PM|orig.date=1838-10-18|atb=14R						
1838	10	30	15	23	0	1009.7	orig=29.91In|orig.time=6:00PM|orig.date=1838-10-18|atb=15R						
1838	10	30	17	23	0	1009.7	orig=29.91In|orig.time=8:00PM|orig.date=1838-10-18|atb=15R						
1838	10	30	19	23	0	1010.2	orig=29.92In|orig.time=10:00PM|orig.date=1838-10-18|atb=14R						
1838	10	31	5	23	0	1011.6	orig=29.96In|orig.time=8:00AM|orig.date=1838-10-19|atb=14R						
1838	10	31	7	23	0	1011.6	orig=29.96In|orig.time=10:00AM|orig.date=1838-10-19|atb=14R						
1838	10	31	9	23	0	1010.2	orig=29.92In|orig.time=12:00AM|orig.date=1838-10-19|atb=14R						
1838	10	31	11	23	0	1008.9	orig=29.88In|orig.time=2:00PM|orig.date=1838-10-19|atb=14R						
1838	10	31	13	23	0	1008.6	orig=29.87In|orig.time=4:00PM|orig.date=1838-10-19|atb=14R						
1838	10	31	15	23	0	1008.6	orig=29.87In|orig.time=6:00PM|orig.date=1838-10-19|atb=14R						
1838	10	31	17	23	0	1008.6	orig=29.87In|orig.time=8:00PM|orig.date=1838-10-19|atb=14R						
1838	10	31	19	23	0	1008.3	orig=29.87In|orig.time=10:00PM|orig.date=1838-10-19|atb=15R						
1838	11	1	5	23	0	1007.5	orig=29.84In|orig.time=8:00AM|orig.date=1838-10-20|atb=14R						
1838	11	1	7	23	0	1007.3	orig=29.84In|orig.time=10:00AM|orig.date=1838-10-20|atb=15R						
1838	11	1	9	23	0	1005.9	orig=29.79In|orig.time=12:00AM|orig.date=1838-10-20|atb=14R						
1838	11	1	11	23	0	1004.8	orig=29.76In|orig.time=2:00PM|orig.date=1838-10-20|atb=14R						
1838	11	1	13	23	0	1004.8	orig=29.76In|orig.time=4:00PM|orig.date=1838-10-20|atb=14R						
1838	11	1	15	23	0	1004.6	orig=29.76In|orig.time=6:00PM|orig.date=1838-10-20|atb=15R						
1838	11	1	17	23	0	1004.6	orig=29.76In|orig.time=8:00PM|orig.date=1838-10-20|atb=15R						
1838	11	1	19	23	0	1004.6	orig=29.76In|orig.time=10:00PM|orig.date=1838-10-20|atb=15R						
1838	11	2	5	23	0	1002	orig=29.68In|orig.time=8:00AM|orig.date=1838-10-21|atb=14.5R						
1838	11	2	7	23	0	1002.1	orig=29.68In|orig.time=10:00AM|orig.date=1838-10-21|atb=14R						
1838	11	2	9	23	0	1002.1	orig=29.68In|orig.time=12:00AM|orig.date=1838-10-21|atb=14R						
1838	11	2	11	23	0	1002.1	orig=29.68In|orig.time=2:00PM|orig.date=1838-10-21|atb=14R						
1838	11	2	13	23	0	1002.1	orig=29.68In|orig.time=4:00PM|orig.date=1838-10-21|atb=14R						
1838	11	2	15	23	0	1001.9	orig=29.68In|orig.time=6:00PM|orig.date=1838-10-21|atb=15R						
1838	11	2	17	23	0	1001.9	orig=29.68In|orig.time=8:00PM|orig.date=1838-10-21|atb=15R						
1838	11	2	19	23	0	1002.9	orig=29.71In|orig.time=10:00PM|orig.date=1838-10-21|atb=15R						
1838	11	3	5	23	0	1005.9	orig=29.79In|orig.time=8:00AM|orig.date=1838-10-22|atb=14R						
1838	11	3	7	23	0	1005.9	orig=29.79In|orig.time=10:00AM|orig.date=1838-10-22|atb=14R						
1838	11	3	9	23	0	1006.5	orig=29.81In|orig.time=12:00AM|orig.date=1838-10-22|atb=14R						
1838	11	3	11	23	0	1006.5	orig=29.81In|orig.time=2:00PM|orig.date=1838-10-22|atb=14R						
1838	11	3	13	23	0	1006.5	orig=29.81In|orig.time=4:00PM|orig.date=1838-10-22|atb=14R						
1838	11	3	15	23	0	1006.3	orig=29.81In|orig.time=6:00PM|orig.date=1838-10-22|atb=15R						
1838	11	3	17	23	0	1007.3	orig=29.84In|orig.time=8:00PM|orig.date=1838-10-22|atb=15R						
1838	11	3	19	23	0	1008	orig=29.86In|orig.time=10:00PM|orig.date=1838-10-22|atb=15R						
1838	11	4	5	23	0	1008.8	orig=29.87In|orig.time=8:00AM|orig.date=1838-10-23|atb=13R						
1838	11	4	7	23	0	1008.8	orig=29.87In|orig.time=10:00AM|orig.date=1838-10-23|atb=13R						
1838	11	4	9	23	0	1008.8	orig=29.87In|orig.time=12:00AM|orig.date=1838-10-23|atb=13R						
1838	11	4	11	23	0	1008.9	orig=29.87In|orig.time=2:00PM|orig.date=1838-10-23|atb=12.5R						
1838	11	4	13	23	0	1008.8	orig=29.87In|orig.time=4:00PM|orig.date=1838-10-23|atb=13R						
1838	11	4	15	23	0	1008.7	orig=29.87In|orig.time=6:00PM|orig.date=1838-10-23|atb=13.5R						
1838	11	4	17	23	0	1008.6	orig=29.87In|orig.time=8:00PM|orig.date=1838-10-23|atb=14R						
1838	11	4	19	23	0	1008.6	orig=29.87In|orig.time=10:00PM|orig.date=1838-10-23|atb=14R						
1838	11	5	5	23	0	1008.6	orig=29.85In|orig.time=8:00AM|orig.date=1838-10-24|atb=13.5R						
1838	11	5	7	23	0	1007.4	orig=29.83In|orig.time=10:00AM|orig.date=1838-10-24|atb=13R						
1838	11	5	9	23	0	1007.2	orig=29.83In|orig.time=12:00AM|orig.date=1838-10-24|atb=14R						
1838	11	5	11	23	0	1005.9	orig=29.79In|orig.time=2:00PM|orig.date=1838-10-24|atb=14R						
1838	11	5	13	23	0	1005.5	orig=29.78In|orig.time=4:00PM|orig.date=1838-10-24|atb=14R						
1838	11	5	15	23	0	1005.5	orig=29.78In|orig.time=6:00PM|orig.date=1838-10-24|atb=14R						
1838	11	5	17	23	0	1005.5	orig=29.78In|orig.time=8:00PM|orig.date=1838-10-24|atb=14R						
1838	11	5	19	23	0	1005.5	orig=29.78In|orig.time=10:00PM|orig.date=1838-10-24|atb=14R						
1838	11	6	5	23	0	1005.7	orig=29.78In|orig.time=8:00AM|orig.date=1838-10-25|atb=13R						
1838	11	6	7	23	0	1005.4	orig=29.77In|orig.time=10:00AM|orig.date=1838-10-25|atb=13R						
1838	11	6	9	23	0	1005.4	orig=29.77In|orig.time=12:00AM|orig.date=1838-10-25|atb=13R						
1838	11	6	11	23	0	1004.7	orig=29.75In|orig.time=2:00PM|orig.date=1838-10-25|atb=13R						
1838	11	6	13	23	0	1004.6	orig=29.75In|orig.time=4:00PM|orig.date=1838-10-25|atb=13.5R						
1838	11	6	15	23	0	1004.6	orig=29.75In|orig.time=6:00PM|orig.date=1838-10-25|atb=13.5R						
1838	11	6	17	23	0	1004.5	orig=29.75In|orig.time=8:00PM|orig.date=1838-10-25|atb=14R						
1838	11	6	19	23	0	1004.5	orig=29.75In|orig.time=10:00PM|orig.date=1838-10-25|atb=14R						
1838	11	7	5	23	0	1004.5	orig=29.75In|orig.time=8:00AM|orig.date=1838-10-26|atb=14R						
1838	11	7	7	23	0	1004.8	orig=29.76In|orig.time=10:00AM|orig.date=1838-10-26|atb=14R						
1838	11	7	9	23	0	1005	orig=29.76In|orig.time=12:00AM|orig.date=1838-10-26|atb=13.5R						
